framework_programme,call_id,topic_code,topic_descr,project_id,cordis_link,project_acronym,project_title,partner_role,partner_type,pic,legal_entity_vat,legal_name,legal_entity_type,legal_entity_type_descr,city,nuts_3_code,nuts_3_name,country_code,country,eu_contribution,h2020_net_eu_contribution,h2020_total_cost,signature_date,call_deadline_date,thematic_priority_abbr,thematic_priority_descr,sme_flag,project_start_date,project_end_date,pillar_abbr,pillar_descr,simplified_type_of_action,focus_area,call_year
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,944548559,IT02343780462,IVTECH SRL,PRC,Private for profit (excl. education),MASSAROSA,ITI12,Lucca,IT,Italy,306750,306750,306750,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,954636462,FR19531301174,ELVESYS,PRC,Private for profit (excl. education),PARIS,FR101,Paris,FR,France,473218.75,473218.75,473218.75,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,999661146,IT03254210150,ISTITUTO DI RICERCHE FARMACOLOGICHE MARIO NEGRI,REC,Research organisations,MILANO,ITC4C,Milano,IT,Italy,386750,386750,386750,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,999855437,ATU57495455,MEDIZINISCHE UNIVERSITAT INNSBRUCK,HES,Higher or secondary education,INNSBRUCK,AT332,Innsbruck,AT,Austria,242250,242250,242250,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,999912279,-,EURESCOM-EUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH,PRC,Private for profit (excl. education),HEIDELBERG,DE125,"Heidelberg, Stadtkreis",DE,Germany,468250,468250,468250,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,999979500,IT02118311006,CONSIGLIO NAZIONALE DELLE RICERCHE,REC,Research organisations,ROMA,ITI43,Roma,IT,Italy,569500,569500,569500,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-8-2-2020,Fostering regulatory science to address combined exposures to industrial chemicals and pharmaceuticals: from science to evidence-based policies,101037090,http://cordis.europa.eu/project/id/101037090,ALTERNATIVE,environmentAL Toxicity chEmical mixtuRes through aN innovative platform based on aged cardiac tissue model,PARTICIPANT,BENEFICIARY,999985805,NL001798650B01,UNIVERSITEIT UTRECHT,HES,Higher or secondary education,UTRECHT,NL329,Groot-Amsterdam,NL,Netherlands,362500,362500,362500,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/10/2021,30/09/2024,EU.3.,Societal Challenges,Research and Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,COORDINATOR,BENEFICIARY,999974844,ESQ2818015F,UNIVERSIDAD POLITECNICA DE MADRID,HES,Higher or secondary education,MADRID,ES300,Madrid,ES,Spain,1182062.5,1182062.5,1182062.5,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,891783954,GB276197129,FOREST OF DEAN DISTRICT COUNCIL,PUB,Public body (excl. research and education),COLEFORD,UKK13,Gloucestershire,UK,United Kingdom,304375,304375,304375,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,891787931,-,MARTIN STEWART BROCKLEHURST,PRC,Private for profit (excl. education),KEMPLEY,UKK13,Gloucestershire,UK,United Kingdom,152483.63,152483.63,217833.75,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,900578556,DE272945184,INSTITUTE FOR SCIENCE AND INNOVATION COMMUNICATION (INSCICO) GGMBH,REC,Research organisations,KLEVE,DEA1B,Kleve,DE,Germany,648250,648250,648250,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,916108741,ESB87518429,"QUALIFYING PHOTOVOLTICS, SL",PRC,Private for profit (excl. education),MADRID,ES300,Madrid,ES,Spain,215775,215775,308250,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,998269196,PT501201920,UNIVERSIDADE DE EVORA,HES,Higher or secondary education,EVORA,PT187,Alentejo Central,PT,Portugal,586062.5,586062.5,586062.5,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,999790641,GB609629027,CENTRE FOR SUSTAINABLE ENERGY,OTH,Others,BRISTOL,UKK11,"Bristol, City of",UK,United Kingdom,258750,258750,258750,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,999923240,SI54162513,UNIVERZA V LJUBLJANI,HES,Higher or secondary education,LJUBLJANA,SI041,Osrednjeslovenska,SI,Slovenia,558750,558750,558750,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036418,http://cordis.europa.eu/project/id/101036418,AURORA,Achieving a new European Energy Awareness.,PARTICIPANT,BENEFICIARY,999997736,DK31119103,AARHUS UNIVERSITET,HES,Higher or secondary education,AARHUS C,DK042,Østjylland,DK,Denmark,722122.5,722122.5,722122.5,02/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/12/2021,31/05/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,COORDINATOR,BENEFICIARY,990657800,-,UNIVERSITA TELEMATICA INTERNAZIONALE-UNINETTUNO,HES,Higher or secondary education,ROMA,ITI43,Roma,IT,Italy,993125,993125,993125,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,PARTICIPANT,BENEFICIARY,890390452,FI02025818,VIIPURIN REAALIKOULU OY,HES,Higher or secondary education,HELSINKI,FI1B1,Helsinki-Uusimaa,FI,Finland,-,0,0,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,PARTICIPANT,BENEFICIARY,921103950,RS106077869,RACUNARSKA GIMNAZIJA SMART NOVI SAD,HES,Higher or secondary education,NOVI SAD,RS123,Јужнобачка област,RS,Serbia,59375,59375,59375,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,PARTICIPANT,BENEFICIARY,922880505,FR41530774439,AGORIZE SAS,PRC,Private for profit (excl. education),PARIS,FRK21,Ain,FR,France,414653.75,414653.75,592362.5,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,PARTICIPANT,BENEFICIARY,924715939,-,FUNDATIA SCHOOL FOR EUROPE,OTH,Others,CLUJ NAPOCA,RO113,Cluj,RO,Romania,106250,106250,106250,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,PARTICIPANT,BENEFICIARY,925291343,ATU70191339,ECQA GMBH,PRC,Private for profit (excl. education),KREMS AN DER DONAU,AT124,Waldviertel,AT,Austria,325972.5,325972.5,465675,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",Yes,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-3,LC-GD-10-3-2020,"Enabling citizens to act on climate change, for sustainable development and environmental protection through education, citizen science, observation initiatives, and civic engagement",101036480,http://cordis.europa.eu/project/id/101036480,GreenSCENT,Smart Citizen Education for a greeN fuTure,PARTICIPANT,BENEFICIARY,932760440,FI26473754,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,REC,Research organisations,ESPOO,FI1B1,Helsinki-Uusimaa,FI,Finland,500445,500445,500445,06/09/2021,27/01/2021,ENV,"Climate action, environment, resource efficiency and raw materials",No,01/01/2022,31/12/2024,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
